TIME,RPM,RPM_motor_/_Cardan,TPS,Posição_do_acelerador,RPM_cardan,Ponto_de_ignição,MAP,Sonda_Geral,RPM_do_câmbio,2-step,Largada_validada,Marcha,Vazão_da_bancada_A,Fluxo_total_de_combustível,Ângulo_da_Fase_de_Injeção,Pressão_diferencial_de_combustível,Abertura_bicos_A,Tempo_de_Injeção_Banco_A,Temp._do_motor,Temp._do_Ar,Pressão_de_Óleo,Pressão_de_Combustível,Temperatura_do_óleo,Tensão_da_Bateria,Dwell_de_ignição,Eletroventilador_1_-_Enriquecimento,Pressão_do_freio,Sinal_de_sincronia_do_motor,Corte_na_desaceleração_(cutoff),Partida_do_motor,Lenta,Primeiro_pulso_de_partida,Injeção_rápida_e_de_decaimento,Ignição_(Cil_1),Ignição_(Cil_2),Ajuste_ativo,Tanque
272.420,2060,2.970,0.0,0.0,694,1.73,-0.25,0.000,866,OFF,OFF,4,3.43,3.43,362.28,3.33,4.38,2.549,86.9,29.5,2.16,3.08,-20.0,12.73,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.73,1.73,2,0.0
272.460,2073,3.058,0.0,0.0,678,1.79,-0.25,0.000,866,OFF,OFF,3,3.43,3.43,362.85,3.34,4.39,2.541,86.9,29.5,2.19,3.08,-20.0,12.77,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.79,1.79,2,0.0
272.500,2034,2.918,0.0,0.0,697,1.81,-0.25,0.000,863,OFF,OFF,4,3.37,3.37,361.33,3.34,4.32,2.539,86.9,29.5,2.17,3.08,-20.0,12.77,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.81,1.81,2,0.0
272.540,2112,2.991,0.0,0.0,706,1.91,-0.25,0.000,862,OFF,OFF,4,3.51,3.51,364.51,3.33,4.48,2.538,86.9,29.5,2.21,3.08,-20.0,12.74,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.91,1.91,2,0.0
272.580,2120,3.029,0.0,0.0,700,2.00,-0.25,0.000,857,OFF,OFF,4,3.46,3.46,364.76,3.34,4.42,2.523,86.9,29.6,2.20,3.09,-20.0,12.76,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.00,2.00,2,0.0
272.620,2075,3.064,0.0,0.0,678,2.09,-0.25,0.000,866,OFF,OFF,3,3.45,3.45,363.17,3.34,4.41,2.529,86.9,29.6,2.19,3.08,-20.0,12.76,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.09,2.09,2,0.0
272.660,2126,3.004,0.0,0.0,708,2.02,-0.26,0.000,867,OFF,OFF,4,3.45,3.45,363.17,3.34,4.41,2.528,86.9,29.6,2.19,3.08,-20.0,12.73,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.02,2.02,2,0.0
272.700,2093,3.068,0.0,0.0,682,2.10,-0.26,0.000,868,OFF,OFF,4,3.45,3.45,363.87,3.34,4.41,2.529,86.9,29.7,2.20,3.08,-20.0,12.72,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.10,2.10,2,0.0
272.740,2047,2.998,0.0,0.0,683,2.25,-0.26,0.000,867,OFF,OFF,4,3.38,3.38,362.08,3.34,4.33,2.515,86.9,29.7,2.15,3.08,-20.0,12.75,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.25,2.25,2,0.0
272.780,2085,2.973,0.0,0.0,701,2.12,-0.26,0.000,860,OFF,OFF,4,3.45,3.45,363.42,3.34,4.41,2.527,86.9,29.7,2.24,3.08,-20.0,12.73,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.12,2.12,2,0.0
272.820,2087,2.996,0.0,0.0,697,2.21,-0.26,0.000,861,OFF,OFF,4,3.45,3.45,363.44,3.34,4.41,2.518,86.9,29.7,2.19,3.08,-20.0,12.72,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.21,2.21,2,0.0
272.860,2070,2.888,0.0,0.0,717,2.27,-0.26,0.000,871,OFF,OFF,3,3.38,3.38,362.83,3.34,4.32,2.511,86.9,29.7,2.20,3.09,-20.0,12.74,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.27,2.27,2,0.0
272.900,2105,3.019,0.0,0.0,697,2.12,-0.26,0.000,870,OFF,OFF,4,3.44,3.44,364.27,3.34,4.40,2.519,86.9,29.7,2.20,3.08,-20.0,12.75,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.12,2.12,2,0.0
272.940,2006,3.024,0.0,0.0,663,2.24,-0.26,0.000,870,OFF,OFF,3,3.42,3.42,362.82,3.34,4.38,2.518,86.9,29.7,2.09,3.08,-20.0,12.73,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.24,2.24,2,0.0
272.980,1978,3.098,0.0,0.0,639,2.87,-0.25,0.000,866,OFF,OFF,3,3.29,3.29,359.90,3.34,4.21,2.520,86.9,29.7,2.12,3.08,-20.0,12.74,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.87,2.87,2,0.0
273.020,2054,2.907,0.0,0.0,707,2.10,-0.25,0.000,866,OFF,OFF,4,3.41,3.41,362.23,3.33,4.36,2.529,86.9,29.7,2.15,3.08,-20.0,12.75,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.10,2.10,2,0.0
273.060,2042,3.058,0.0,0.0,668,2.17,-0.25,0.000,872,OFF,OFF,4,3.34,3.34,361.70,3.33,4.28,2.529,86.9,29.6,2.09,3.08,-20.0,12.74,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.17,2.17,2,0.0
273.100,1945,3.058,0.0,0.0,636,3.24,-0.25,0.000,868,OFF,OFF,4,3.20,3.20,357.93,3.33,4.11,2.532,86.9,29.6,2.05,3.08,-20.0,12.74,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,3.24,3.24,2,0.0
273.140,2011,3.238,0.0,0.0,622,2.96,-0.25,0.000,868,OFF,OFF,3,3.21,3.21,357.94,3.33,4.12,2.549,86.9,29.5,2.14,3.08,-20.0,12.75,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.96,2.96,2,0.0
273.180,1965,2.961,0.0,0.0,664,2.61,-0.25,0.000,857,OFF,OFF,4,3.28,3.28,358.67,3.33,4.20,2.551,86.9,29.5,2.03,3.08,-20.0,12.72,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.61,2.61,2,0.0
273.220,1935,3.056,0.0,0.0,633,2.96,-0.25,0.000,856,OFF,OFF,4,3.22,3.22,357.47,3.34,4.14,2.553,86.9,29.4,2.07,3.09,-20.0,12.75,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.96,2.96,2,0.0
273.260,2045,2.974,0.0,0.0,689,1.45,-0.25,0.000,854,OFF,OFF,4,3.36,3.36,360.01,3.33,4.31,2.576,86.9,29.4,2.14,3.08,-20.0,12.76,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.45,1.45,2,0.0
273.300,1992,2.990,0.0,0.0,666,1.84,-0.25,0.000,854,OFF,OFF,4,3.42,3.42,361.94,3.33,4.38,2.568,86.9,29.3,2.12,3.08,-20.0,12.73,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.84,1.84,2,0.0
273.340,2043,2.961,0.0,0.0,690,1.64,-0.25,0.000,850,OFF,OFF,4,3.44,3.44,361.79,3.34,4.39,2.561,86.9,29.3,2.15,3.09,-20.0,12.74,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.64,1.64,2,0.0
273.380,2103,3.025,0.0,0.0,695,1.70,-0.25,0.000,849,OFF,OFF,4,3.53,3.53,364.12,3.33,4.50,2.559,86.9,29.4,2.24,3.08,-20.0,12.73,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.70,1.70,2,0.0
273.420,2072,2.975,0.0,0.0,697,1.81,-0.25,0.000,844,OFF,OFF,3,3.52,3.52,364.69,3.33,4.49,2.548,86.9,29.4,2.18,3.08,-20.0,12.75,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.81,1.81,2,0.0
273.460,2069,2.922,0.0,0.0,708,1.89,-0.25,0.000,852,OFF,OFF,4,3.45,3.45,362.73,3.34,4.41,2.541,86.9,29.5,2.20,3.08,-20.0,12.72,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.89,1.89,2,0.0
273.500,2101,3.006,0.0,0.0,699,1.99,-0.25,0.000,853,OFF,OFF,4,3.52,3.52,364.20,3.34,4.48,2.532,86.9,29.6,2.22,3.08,-20.0,12.71,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.99,1.99,2,0.0
273.540,2054,3.063,0.0,0.0,671,2.06,-0.25,0.000,856,OFF,OFF,3,3.43,3.43,362.28,3.33,4.31,2.530,86.9,29.6,2.06,3.08,-20.0,12.73,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.06,2.06,2,0.0
273.580,2040,2.925,0.0,0.0,698,2.41,-0.25,0.000,856,OFF,OFF,3,3.31,3.31,359.69,3.33,4.22,2.532,86.9,29.6,2.16,3.08,-20.0,12.75,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.41,2.41,2,0.0
273.620,2106,3.011,0.0,0.0,700,2.00,-0.25,0.000,848,OFF,OFF,4,3.49,3.49,364.16,3.34,4.44,2.532,86.9,29.6,2.18,3.08,-20.0,12.73,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.00,2.00,2,0.0
273.660,2017,3.039,0.0,0.0,664,1.92,-0.25,0.000,849,OFF,OFF,4,3.35,3.35,360.67,3.33,4.29,2.538,86.9,29.6,2.07,3.07,-20.0,12.72,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.92,1.92,2,0.0
273.700,2091,3.216,0.0,0.0,651,1.74,-0.25,0.000,852,OFF,OFF,3,3.50,3.50,363.67,3.33,4.47,2.547,86.9,29.6,2.19,3.08,-20.0,12.75,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.74,1.74,2,0.0
273.740,2137,3.011,0.0,0.0,710,1.97,-0.25,0.000,854,OFF,OFF,4,3.52,3.52,365.43,3.34,4.49,2.533,86.9,29.6,2.24,3.08,-20.0,12.75,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.97,1.97,2,0.0
273.780,2045,3.013,0.0,0.0,679,1.99,-0.25,0.000,854,OFF,OFF,4,3.38,3.38,361.55,3.33,4.33,2.531,86.9,29.6,2.09,3.08,-20.0,12.75,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.99,1.99,2,0.0
273.820,2090,2.783,0.0,0.0,753,1.94,-0.25,0.000,854,OFF,OFF,3,3.44,3.44,363.00,3.33,4.39,2.538,86.9,29.6,2.33,3.08,-20.0,12.70,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.94,1.94,2,0.0
273.860,2127,2.949,0.0,0.0,721,2.18,-0.26,0.000,856,OFF,OFF,4,3.57,3.57,367.40,3.34,4.56,2.522,86.9,29.7,2.23,3.08,-20.0,12.69,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.18,2.18,2,0.0
273.900,2074,3.031,0.0,0.0,684,2.21,-0.26,0.000,871,OFF,OFF,4,3.39,3.39,362.83,3.34,4.33,2.511,86.9,29.7,2.19,3.08,-20.0,12.76,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.21,2.21,2,0.0
273.940,2118,3.140,0.0,0.0,675,2.22,-0.26,0.000,875,OFF,OFF,3,3.50,3.50,364.61,3.33,4.48,2.517,86.9,29.7,2.29,3.08,-20.0,12.73,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.22,2.22,2,0.0
273.980,2009,2.968,0.0,0.0,677,2.26,-0.26,0.000,876,OFF,OFF,3,3.43,3.43,364.52,3.34,4.47,2.511,86.9,29.8,2.13,3.08,-20.0,12.73,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.26,2.26,2,0.0
274.020,2077,2.851,0.0,0.0,729,2.25,-0.26,0.000,871,OFF,OFF,4,3.43,3.43,362.84,3.34,4.39,2.520,86.9,29.8,2.22,3.08,-20.0,12.70,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.25,2.25,2,0.0
274.060,2164,3.034,0.0,0.0,713,2.15,-0.26,0.000,871,OFF,OFF,4,3.57,3.57,366.22,3.33,4.55,2.526,86.9,29.8,2.25,3.07,-20.0,12.71,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.15,2.15,2,0.0
274.100,2083,3.041,0.0,0.0,685,2.37,-0.26,0.000,876,OFF,OFF,4,3.43,3.43,363.33,3.34,4.39,2.512,86.9,29.8,2.15,3.08,-20.0,12.71,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.37,2.37,2,0.0
274.140,2121,2.875,0.0,0.0,739,2.13,-0.26,0.000,876,OFF,OFF,3,3.50,3.50,364.86,3.34,4.47,2.519,86.9,29.7,2.26,3.08,-20.0,12.75,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.13,2.13,2,0.0
274.180,2124,3.045,0.0,0.0,698,2.29,-0.26,0.000,874,OFF,OFF,4,3.52,3.52,365.20,3.34,4.49,2.511,86.9,29.8,2.24,3.08,-20.0,12.75,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.29,2.29,2,0.0
274.220,2069,3.049,0.0,0.0,679,2.35,-0.26,0.000,871,OFF,OFF,4,3.39,3.39,362.68,3.33,4.33,2.518,86.9,29.8,2.23,3.07,-20.0,12.69,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.35,2.35,2,0.0
274.260,2159,2.995,0.0,0.0,721,2.20,-0.26,0.000,871,OFF,OFF,4,3.51,3.51,365.52,3.34,4.47,2.503,86.9,29.8,2.28,3.08,-20.0,12.68,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.20,2.20,2,0.0
274.300,2079,3.008,0.0,0.0,692,2.37,-0.26,0.000,882,OFF,OFF,4,3.38,3.38,363.10,3.34,4.33,2.501,86.9,29.8,2.16,3.08,-20.0,12.74,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.37,2.37,2,0.0
274.340,2099,3.129,0.0,0.0,671,2.31,-0.26,0.000,884,OFF,OFF,3,3.45,3.45,363.93,3.33,4.41,2.507,86.9,29.8,2.31,3.07,-20.0,12.74,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.31,2.31,2,0.0
274.380,2123,2.955,0.0,0.0,719,2.40,-0.26,0.000,887,OFF,OFF,4,3.58,3.58,367.91,3.34,4.57,2.493,86.9,29.9,2.23,3.08,-20.0,12.73,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.40,2.40,2,0.0
274.420,2081,3.012,0.0,0.0,691,2.58,-0.26,0.000,883,OFF,OFF,4,3.38,3.38,362.91,3.34,4.33,2.500,86.9,29.9,2.17,3.08,-20.0,12.72,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.58,2.58,2,0.0
274.460,2178,2.869,0.0,0.0,760,2.29,-0.26,0.000,883,OFF,OFF,3,3.51,3.51,366.67,3.34,4.56,2.506,86.9,29.9,2.36,3.08,-20.0,12.70,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.29,2.29,2,0.0
274.500,2092,2.844,0.0,0.0,736,2.66,-0.26,0.000,888,OFF,OFF,4,3.39,3.39,363.61,3.34,4.33,2.489,86.9,29.9,2.18,3.08,-20.0,12.72,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.66,2.66,2,0.0
274.540,2066,2.981,0.0,0.0,693,2.67,-0.26,0.000,890,OFF,OFF,4,3.37,3.37,362.63,3.34,4.31,2.482,86.9,29.9,2.18,3.08,-20.0,12.77,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.67,2.67,2,0.0
274.580,2147,3.228,0.0,0.0,666,2.36,-0.26,0.000,894,OFF,OFF,3,3.50,3.50,365.96,3.34,4.47,2.495,86.9,30.0,2.30,3.08,-20.0,12.77,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.36,2.36,2,0.0
274.620,2130,3.072,0.0,0.0,694,2.51,-0.26,0.000,892,OFF,OFF,3,3.42,3.42,365.22,3.34,4.39,2.488,86.9,30.0,2.17,3.08,-20.0,12.75,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.51,2.51,2,0.0
274.660,2124,2.903,0.0,0.0,732,2.43,-0.26,0.000,893,OFF,OFF,4,3.30,3.30,362.18,3.35,4.23,2.482,86.9,29.9,2.22,3.09,-20.0,12.75,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.43,2.43,2,0.0
274.700,2136,3.032,0.0,0.0,704,2.41,-0.26,0.000,909,OFF,OFF,4,3.43,3.43,365.72,3.35,4.39,2.481,86.9,30.0,2.21,3.09,-20.0,12.74,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.41,2.41,2,0.0
274.740,2066,3.042,0.0,0.0,679,2.64,-0.26,0.000,911,OFF,OFF,4,3.38,3.38,362.94,3.34,4.32,2.489,86.9,29.9,2.19,3.08,-20.0,12.74,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.64,2.64,2,0.0
274.780,2173,2.941,0.0,0.0,739,2.49,-0.26,0.000,915,OFF,OFF,4,3.45,3.45,364.74,3.34,4.41,2.490,86.9,29.9,2.27,3.08,-20.0,12.76,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.49,2.49,2,0.0
274.820,2135,3.031,0.0,0.0,704,2.57,-0.26,0.000,908,OFF,OFF,4,3.44,3.44,365.30,3.34,4.40,2.482,86.9,29.9,2.22,3.08,-20.0,12.74,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.57,2.57,2,0.0
274.860,2093,3.051,0.0,0.0,686,2.58,-0.26,0.000,908,OFF,OFF,4,3.39,3.39,363.75,3.34,4.34,2.489,86.9,29.9,2.30,3.08,-20.0,12.75,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.58,2.58,2,0.0
274.900,2218,3.066,0.0,0.0,724,2.66,-0.26,0.000,918,OFF,OFF,4,3.60,3.60,369.01,3.34,4.59,2.480,86.9,30.0,2.37,3.08,-20.0,12.74,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.66,2.66,2,0.0
274.940,2150,3.074,0.0,0.0,700,2.68,-0.26,0.000,918,OFF,OFF,3,3.46,3.46,366.29,3.34,4.42,2.465,86.9,30.0,2.23,3.08,-20.0,12.75,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.68,2.68,2,0.0
274.980,2139,2.883,0.0,0.0,742,2.70,-0.26,0.000,920,OFF,OFF,4,3.44,3.44,365.24,3.35,4.41,2.471,86.9,30.1,2.37,3.09,-20.0,12.72,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.70,2.70,2,0.0
275.020,2160,3.052,0.0,0.0,708,2.62,-0.26,0.000,917,OFF,OFF,4,3.57,3.57,368.33,3.34,4.55,2.469,86.9,30.1,2.27,3.08,-20.0,12.70,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.62,2.62,2,0.0
275.060,2092,3.076,0.0,0.0,680,2.74,-0.26,0.000,918,OFF,OFF,4,3.38,3.38,363.45,3.34,4.32,2.478,86.9,30.1,2.18,3.08,-20.0,12.73,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.74,2.74,2,0.0
275.100,2143,3.005,0.0,0.0,713,2.60,-0.26,0.000,929,OFF,OFF,4,3.43,3.43,365.54,3.35,4.39,2.471,86.9,30.1,2.31,3.09,-20.0,12.74,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.60,2.60,2,0.0
275.140,2047,2.998,0.0,0.0,683,2.64,-0.26,0.000,931,OFF,OFF,4,3.42,3.42,365.39,3.34,4.38,2.471,86.9,30.1,2.16,3.08,-20.0,12.75,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.64,2.64,2,0.0
275.180,2031,3.067,0.0,0.0,663,2.72,-0.26,0.000,931,OFF,OFF,4,3.29,3.29,360.80,3.34,4.21,2.488,86.9,30.0,2.19,3.08,-20.0,12.73,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.72,2.72,2,0.0
275.220,2147,3.016,0.0,0.0,712,2.39,-0.26,0.000,920,OFF,OFF,4,3.48,3.48,365.35,3.35,4.44,2.491,86.9,30.0,2.21,3.09,-20.0,12.67,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.39,2.39,2,0.0
275.260,2039,3.002,0.0,0.0,679,2.67,-0.26,0.000,919,OFF,OFF,4,3.30,3.30,361.50,3.34,4.22,2.491,86.9,29.9,2.18,3.08,-20.0,12.73,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.67,2.67,2,0.0
275.300,2082,2.903,0.0,0.0,718,2.35,-0.26,0.000,925,OFF,OFF,3,3.41,3.41,363.02,3.34,4.37,2.506,86.9,29.9,2.23,3.08,-20.0,12.74,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.35,2.35,2,0.0
275.340,2134,3.066,0.0,0.0,696,2.40,-0.26,0.000,928,OFF,OFF,3,3.42,3.42,365.11,3.35,4.38,2.493,86.9,29.9,2.20,3.09,-20.0,12.74,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.40,2.40,2,0.0
275.380,2092,2.950,0.0,0.0,709,2.49,-0.26,0.000,928,OFF,OFF,4,3.36,3.36,363.50,3.35,4.31,2.499,86.9,29.9,2.24,3.09,-20.0,12.73,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.49,2.49,2,0.0
275.420,2163,3.009,0.0,0.0,719,2.27,-0.26,0.000,920,OFF,OFF,4,3.44,3.44,364.84,3.34,4.39,2.506,86.9,29.9,2.26,3.08,-20.0,12.68,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.27,2.27,2,0.0
275.460,2077,3.049,0.0,0.0,681,2.58,-0.26,0.000,922,OFF,OFF,4,3.38,3.38,363.26,3.34,4.32,2.499,86.9,29.9,2.12,3.08,-20.0,12.70,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.58,2.58,2,0.0
275.500,2023,3.091,0.0,0.0,655,2.67,-0.26,0.000,933,OFF,OFF,3,3.31,3.31,361.10,3.35,4.24,2.493,86.9,29.9,2.16,3.09,-20.0,12.73,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.67,2.67,2,0.0
275.540,2079,2.972,0.0,0.0,700,2.55,-0.26,0.000,930,OFF,OFF,4,3.36,3.36,363.34,3.34,4.38,2.501,86.9,29.9,2.19,3.08,-20.0,12.73,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.55,2.55,2,0.0
275.580,1959,2.949,0.0,0.0,664,4.09,-0.26,0.000,928,OFF,OFF,4,3.22,3.22,358.34,3.34,4.13,2.510,86.9,29.9,2.00,3.08,-20.0,12.70,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,4.09,4.09,2,0.0
275.620,2027,3.190,0.0,0.0,636,2.50,-0.26,0.000,913,OFF,OFF,3,3.35,3.35,361.07,3.34,4.30,2.521,86.9,29.8,2.19,3.09,-20.0,12.71,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.50,2.50,2,0.0
275.660,2112,2.977,0.0,0.0,711,2.13,-0.26,0.000,912,OFF,OFF,4,3.44,3.44,364.61,3.34,4.48,2.528,86.9,29.8,2.22,3.08,-20.0,12.69,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.13,2.13,2,0.0
275.700,2035,2.956,0.0,0.0,689,2.29,-0.26,0.000,906,OFF,OFF,4,3.43,3.43,364.15,3.34,4.46,2.526,86.9,29.7,2.14,3.08,-20.0,12.70,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.29,2.29,2,0.0
275.740,2081,3.109,0.0,0.0,670,2.29,-0.26,0.000,895,OFF,OFF,3,3.44,3.44,363.36,3.34,4.32,2.511,86.9,29.8,2.22,3.08,-20.0,12.70,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.29,2.29,2,0.0
275.780,2158,3.012,0.0,0.0,717,2.21,-0.26,0.000,892,OFF,OFF,4,3.53,3.53,366.46,3.34,4.49,2.510,86.9,29.8,2.31,3.08,-20.0,12.71,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.21,2.21,2,0.0
275.820,2102,3.065,0.0,0.0,686,2.32,-0.26,0.000,878,OFF,OFF,3,3.52,3.52,366.02,3.34,4.49,2.508,86.9,29.8,2.21,3.08,-20.0,12.69,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.32,2.32,2,0.0
275.860,2076,3.006,0.0,0.0,690,2.48,-0.26,0.000,878,OFF,OFF,4,3.43,3.43,363.76,3.34,4.39,2.501,86.9,29.8,2.17,3.08,-20.0,12.69,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.48,2.48,2,0.0
275.900,2068,3.002,0.0,0.0,689,2.40,-0.26,0.000,880,OFF,OFF,4,3.36,3.36,362.87,3.35,4.30,2.509,86.9,29.9,2.24,3.09,-20.0,12.73,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.40,2.40,2,0.0
275.940,2026,3.086,0.0,0.0,657,2.43,-0.26,0.000,885,OFF,OFF,3,3.29,3.29,361.16,3.34,4.21,2.502,86.9,29.8,2.07,3.08,-20.0,12.73,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.43,2.43,2,0.0
275.980,2008,2.882,0.0,0.0,697,2.48,-0.26,0.000,886,OFF,OFF,4,3.28,3.28,359.84,3.34,4.20,2.511,86.9,29.8,2.13,3.08,-20.0,12.74,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.48,2.48,2,0.0
276.020,2010,3.025,0.0,0.0,665,2.23,-0.25,0.000,876,OFF,OFF,4,3.35,3.35,360.65,3.34,4.20,2.520,86.9,29.7,2.15,3.09,-20.0,12.74,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.23,2.23,2,0.0
276.060,1945,3.075,0.0,0.0,633,3.31,-0.25,0.000,875,OFF,OFF,3,3.22,3.22,358.12,3.34,4.12,2.538,86.9,29.7,2.08,3.08,-20.0,12.71,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,3.31,3.31,2,0.0
276.100,1969,2.904,0.0,0.0,678,2.63,-0.25,0.000,877,OFF,OFF,4,3.29,3.29,358.80,3.34,4.20,2.542,86.9,29.6,2.08,3.09,-20.0,12.71,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.63,2.63,2,0.0
